date,seller_id,impressions,clicks,CTR,conversions,CVR,revenue,CPC,spend,ROAS,three_month_ROAS_rolling_average
2024-02,S0020,35584,969,2.72,57,5.88,4171.9,4.305,12607.46,3.02,3.19
2024-03,S0020,38976,892,2.29,52,5.83,3696.55,4.144,12308.06,3.33,3.22
2024-04,S0020,39908,932,2.34,51,5.47,3668.25,3.936,10868.77,2.96,3.19
2024-05,S0020,29873,706,2.36,38,5.38,2780.51,3.938,9404.74,3.38,3.1
2023-10,S0021,274250,4189,1.53,146,3.49,11664.48,2.785,35714.79,3.06,NULL
2023-11,S0021,378837,5957,1.57,229,3.84,19357.69,3.25,66956.66,3.46,3.06
2023-12,S0021,416958,6871,1.65,238,3.46,18680.54,2.719,63643.51,3.41,3.31
2024-01,S0021,309582,5260,1.70,199,3.78,16183.07,3.077,51267.62,3.17,3.35
2024-02,S0021,202457,3125,1.54,114,3.65,9242.03,2.957,29392.03,3.18,3.35
2024-03,S0021,262906,4642,1.77,194,4.18,15685.03,3.379,48069.3,3.06,3.27
2024-04,S0021,255596,4146,1.62,149,3.59,11885.83,2.867,37545.64,3.16,3.13
2024-05,S0021,173417,2990,1.72,112,3.75,8848.3,2.959,31313.36,3.54,3.12
2023-07,S0022,167543,2940,1.75,117,3.98,8311.07,2.827,27680.6,3.33,NULL
2023-08,S0022,253221,4897,1.93,206,4.21,15006.68,3.064,49563.54,3.3,3.33
2023-09,S0022,266941,4372,1.64,168,3.84,11989.98,2.742,37816.52,3.15,3.31
2023-10,S0022,358678,6131,1.71,232,3.78,16874.99,2.752,52081.15,3.09,3.26
2023-11,S0022,383446,7424,1.94,302,4.07,22060.83,2.972,65749.94,2.98,3.18
2023-12,S0022,421248,7988,1.90,358,4.48,25733.27,3.221,90927.95,3.53,3.06
2024-01,S0022,325567,6139,1.89,247,4.02,17576.82,2.863,55430.35,3.15,3.23
2024-02,S0022,201551,3780,1.88,120,3.17,8541.1,2.26,26210.97,3.07,3.24
2024-03,S0022,250211,4583,1.83,184,4.01,13091.21,2.856,39038.54,2.98,3.33
2024-04,S0022,244307,4426,1.81,177,4.00,12933.98,2.922,42114.32,3.26,3.08
2024-05,S0022,270444,5544,2.05,224,4.04,15625.07,2.818,50909.44,3.26,3.11
2024-06,S0022,121206,2126,1.75,97,4.56,7146.4,3.361,20070.48,2.81,3.17
2023-02,S0024,93806,1960,2.09,104,5.31,8315.42,4.243,28864.19,3.47,NULL
2023-03,S0024,155651,3294,2.12,141,4.28,11138.13,3.381,35059.95,3.15,3.47
2023-04,S0024,189679,4220,2.22,183,4.34,14911.36,3.533,49311.37,3.31,3.29
2023-05,S0024,215007,4875,2.27,258,5.29,20764.71,4.259,66138.76,3.19,3.3
2023-06,S0024,218371,4734,2.17,236,4.99,18695.38,3.949,57715.76,3.09,3.22
2023-07,S0024,189072,4131,2.18,197,4.77,15825.84,3.831,50502.15,3.19,3.18
2023-08,S0024,192189,4329,2.25,176,4.07,13951.51,3.223,42513.93,3.05,3.15
2023-09,S0024,216888,4544,2.10,218,4.80,17383.35,3.826,60087.01,3.46,3.11
2023-10,S0024,223143,4251,1.91,184,4.33,14361.45,3.378,46499.9,3.24,3.25
2023-11,S0024,287992,6312,2.19,269,4.26,21185.61,3.356,64589.41,3.05,3.26
2023-12,S0024,330049,7275,2.20,361,4.96,29630.84,4.073,89312.36,3.01,3.23
2024-01,S0024,256130,5428,2.12,228,4.20,18397.8,3.389,59475.86,3.23,3.07
2024-02,S0024,166704,4005,2.40,182,4.54,14662.43,3.661,48293.58,3.29,3.08
2024-03,S0024,92947,2272,2.44,109,4.80,8680.83,3.821,29276.93,3.37,3.14
2023-01,S0025,1314173,21358,1.63,799,3.74,136561.17,6.394,431915.65,3.16,NULL
2023-02,S0025,1179136,20962,1.78,809,3.86,142922.92,6.818,452432.69,3.17,3.16
2023-03,S0025,1951586,35001,1.79,1454,4.15,252246.21,7.207,789065.22,3.13,3.16
2023-04,S0025,2251715,44532,1.98,1964,4.41,335926.25,7.543,1020276.26,3.04,3.15
2023-05,S0025,3891339,77991,2.00,3477,4.46,598208.33,7.67,1861672.48,3.11,3.09
2023-06,S0025,3956851,80596,2.04,3706,4.60,631747.5,7.838,2015525.78,3.19,3.09
2023-07,S0025,2876403,56854,1.98,2502,4.40,429213.3,7.549,1329700.23,3.1,3.13
2023-08,S0025,2779723,53690,1.93,2385,4.44,410965.04,7.654,1265845.36,3.08,3.14
2023-09,S0025,2663790,47757,1.79,1971,4.13,338622.46,7.091,1050253.06,3.1,3.13
2023-10,S0025,2792033,53461,1.91,2422,4.53,412569.55,7.717,1272210.54,3.08,3.09
2023-11,S0025,2748091,53970,1.96,2280,4.22,395502.18,7.328,1243617.95,3.14,3.09
2023-12,S0025,2446739,52828,2.16,2478,4.69,433818.96,8.212,1382870.59,3.19,3.11
2024-01,S0025,1654411,29945,1.81,1338,4.47,229445.09,7.662,716937.09,3.12,3.14
2024-02,S0025,990414,19432,1.96,850,4.37,144748.1,7.449,456981.46,3.16,3.16
2024-03,S0025,1127841,21809,1.93,1013,4.64,177938.06,8.159,605672.02,3.4,3.16
2024-04,S0025,1151976,22890,1.99,951,4.15,163114.31,7.126,512910.31,3.14,3.22
2024-05,S0025,1250329,24898,1.99,1061,4.26,178836.08,7.183,567918.07,3.18,3.24
2024-06,S0025,743058,13103,1.76,562,4.29,95747.01,7.307,277141.65,2.89,3.24
2023-01,S0026,2968,47,1.58,0,0.00,0,0,0,NULL,NULL
2023-02,S0026,9856,218,2.21,8,3.67,257.6,1.182,787.07,3.06,NULL
2023-03,S0026,27081,591,2.18,27,4.57,920.42,1.557,3124.31,3.39,3.06
2023-04,S0026,20993,534,2.54,30,5.62,1003.92,1.88,3455.55,3.44,3.32
2023-05,S0026,20161,573,2.84,28,4.89,925.83,1.616,3121.5,3.37,3.38
2023-06,S0026,19775,506,2.56,30,5.93,960.95,1.899,3097.74,3.22,3.4
2023-07,S0026,18248,465,2.55,22,4.73,751.38,1.616,2406.06,3.2,3.35
2023-08,S0026,18040,477,2.64,24,5.03,791.51,1.659,2514.99,3.18,3.27
2023-09,S0026,18574,441,2.37,24,5.44,791.29,1.794,2415.34,3.05,3.2
2023-10,S0026,21252,521,2.45,27,5.18,892.29,1.713,2734.8,3.06,3.14
2023-11,S0026,16556,442,2.67,26,5.88,837.43,1.895,2662.34,3.18,3.1
2024-02,S0026,4873,98,2.01,6,6.12,202.01,2.061,720.05,3.56,3.1
2024-03,S0026,24542,550,2.24,24,4.36,787.17,1.431,2312.07,2.94,3.17
2024-04,S0026,26652,583,2.19,23,3.95,768.38,1.318,2370.6,3.09,3.12
2024-05,S0026,27339,711,2.60,34,4.78,1133.89,1.595,3765.86,3.32,3.07
2024-06,S0026,11214,255,2.27,12,4.71,415.12,1.628,1604.44,3.87,3.14
2023-01,S0027,91989,2336,2.54,151,6.46,21435.83,9.176,66968.8,3.12,NULL
2023-02,S0027,192882,4731,2.45,245,5.18,34355.23,7.262,106810.12,3.11,3.12
2023-03,S0027,232610,5464,2.35,275,5.03,40283.05,7.372,124082.55,3.08,3.11
2023-04,S0027,229299,5657,2.47,337,5.96,48033.94,8.491,142960.11,2.98,3.1
2023-05,S0027,272636,7001,2.57,389,5.56,55364.31,7.908,161763.91,2.92,3.05
2023-06,S0027,277278,7616,2.75,338,4.44,48833.83,6.412,143518.71,2.94,2.98
2023-07,S0027,227313,5481,2.41,309,5.64,42135.91,7.688,143172.82,3.4,2.94
2023-08,S0027,270773,6402,2.36,375,5.86,54087.61,8.449,186097.73,3.44,3.06
2023-09,S0027,598366,15071,2.52,760,5.04,110355.91,7.322,340752.38,3.09,3.26
2023-10,S0027,664385,16973,2.55,875,5.16,125315.94,7.383,396757.14,3.17,3.24
2023-11,S0027,1385695,31598,2.28,1569,4.97,222514.93,7.042,684851.25,3.08,3.19
2023-12,S0027,1047264,25774,2.46,1150,4.46,163554.6,6.346,507306.66,3.1,3.1
2024-01,S0027,808073,19164,2.37,944,4.93,132414.01,6.91,403637.06,3.05,3.11
2024-02,S0027,524091,12343,2.36,634,5.14,91687.99,7.428,295675.92,3.22,3.08
2024-03,S0027,582693,14315,2.46,747,5.22,106261.3,7.423,341250.14,3.21,3.11
2024-04,S0027,389696,9038,2.32,468,5.18,68389.64,7.567,204028.31,2.98,3.15
2023-01,S0028,134297,2435,1.81,94,3.86,4713.1,1.936,14998.13,3.18,NULL
2023-02,S0028,103247,2023,1.96,85,4.20,4146.02,2.049,13348.41,3.22,3.18
2023-03,S0028,148714,2621,1.76,109,4.16,5349.63,2.041,16597.2,3.1,3.2
2023-04,S0028,177418,3178,1.79,127,4.00,6171.8,1.942,18999.69,3.08,3.16
2023-05,S0028,247518,4473,1.81,192,4.29,9269.17,2.072,29458.73,3.18,3.12
2023-06,S0028,210372,4029,1.92,171,4.24,8356.01,2.074,26716.73,3.2,3.13
2023-07,S0028,189022,3621,1.92,160,4.42,7849.91,2.168,25514.38,3.25,3.16
2023-08,S0028,194719,3387,1.74,152,4.49,7405.17,2.186,23065.84,3.11,3.21
2023-09,S0028,203435,3674,1.81,175,4.76,8653.86,2.355,26607.38,3.07,3.19
2023-10,S0028,255022,4855,1.90,222,4.57,11026.97,2.271,34626.73,3.14,3.14
2023-11,S0028,263564,5171,1.96,241,4.66,11878.78,2.297,37550.24,3.16,3.11
2023-12,S0028,273174,5615,2.06,256,4.56,12531.54,2.232,39352.38,3.14,3.13
2024-01,S0028,174791,4061,2.32,209,5.15,10117.27,2.491,32743.45,3.24,3.15
2024-02,S0028,93167,2079,2.23,94,4.52,4633.99,2.229,14604.98,3.15,3.18
2024-03,S0028,96594,2054,2.13,104,5.06,5020.74,2.444,15755.21,3.14,3.18
2024-04,S0028,81503,1668,2.05,75,4.50,3671.5,2.201,10563.38,2.88,3.19
2024-05,S0028,67115,1275,1.90,54,4.24,2659.36,2.086,8022.25,3.02,3.07
2024-06,S0028,17145,434,2.53,21,4.84,992.18,2.286,3117.22,3.14,3.03
2023-05,S0029,15773,448,2.84,28,6.25,1184.27,2.643,3465.92,2.93,NULL
2023-06,S0029,34050,733,2.15,40,5.46,1658.27,2.262,5241.91,3.16,2.93
2023-07,S0029,29045,750,2.58,38,5.07,1625.4,2.167,5179.85,3.19,3.06
2023-08,S0029,29509,809,2.74,48,5.93,2031.52,2.511,5678.7,2.8,3.11
2023-09,S0029,32225,866,2.69,44,5.08,1801.42,2.08,5576.19,3.1,3.03
2023-10,S0029,35633,833,2.34,47,5.64,2016.72,2.421,7371.59,3.66,3.01
2023-11,S0029,44639,1040,2.33,52,5.00,2176.48,2.093,7067.05,3.25,3.18
2023-12,S0029,91106,1883,2.07,88,4.67,3697.28,1.964,11394.11,3.08,3.34
2024-01,S0029,97080,1487,1.53,55,3.70,2338.29,1.572,7189.62,3.07,3.27
2024-02,S0029,62071,1069,1.72,33,3.09,1329.87,1.244,3914.04,2.94,3.12
2024-03,S0029,64476,1044,1.62,40,3.83,1719.77,1.647,5466.09,3.18,3.05
2024-04,S0029,4291,73,1.70,2,2.74,88.01,1.206,185.96,2.11,3.08
2023-02,S0030,55224,1151,2.08,52,4.52,4389.73,3.814,13922.49,3.17,NULL
2023-03,S0030,282885,6008,2.12,253,4.21,21607.5,3.596,68092.92,3.15,3.17
2023-04,S0030,276302,5754,2.08,291,5.06,25647.12,4.457,84305.01,3.29,3.15
2023-05,S0030,239931,4995,2.08,261,5.23,22716.37,4.548,67518.04,2.97,3.22
2023-06,S0030,207808,4478,2.15,182,4.06,16238.19,3.626,51290.34,3.16,3.14
2023-07,S0030,113734,2119,1.86,86,4.06,7652.06,3.611,24433.17,3.19,3.14
2023-08,S0030,79469,1675,2.11,70,4.18,6337.64,3.784,20843.3,3.29,3.07
2023-01,S0031,8365,247,2.95,17,6.88,1489.94,6.032,3510.06,2.36,NULL
2023-02,S0031,70817,1640,2.32,76,4.63,6577.86,4.011,20763.92,3.16,2.36
2023-03,S0031,85638,1959,2.29,112,5.72,9658.17,4.93,29575.87,3.06,3.01
2023-04,S0031,81957,1889,2.30,84,4.45,7037.68,3.726,22763.94,3.23,3.04
2023-05,S0031,115352,2413,2.09,113,4.68,9352.19,3.876,29627.73,3.17,3.14
2023-06,S0031,178400,3869,2.17,203,5.25,16973.13,4.387,55640.62,3.28,3.15
2023-07,S0031,158780,3782,2.38,194,5.13,16123.15,4.263,49519,3.07,3.24
2023-08,S0031,158728,3760,2.37,180,4.79,15460.32,4.112,48222.44,3.12,3.18
2023-09,S0031,94845,2298,2.42,110,4.79,9211.86,4.009,29753.05,3.23,3.16
2023-10,S0031,266379,5014,1.88,214,4.27,17876.31,3.565,60509.14,3.38,3.13
2023-11,S0031,351289,6832,1.94,278,4.07,23532.28,3.444,69382.43,2.95,3.25
2023-12,S0031,553921,10073,1.82,377,3.74,31790.94,3.156,99976.13,3.14,3.15
2024-01,S0031,485115,8369,1.73,319,3.81,26542.49,3.172,83338.04,3.14,3.14
2024-02,S0031,317561,5505,1.73,225,4.09,19167.21,3.482,56382.86,2.94,3.09
2024-03,S0031,352786,6673,1.89,243,3.64,20764.77,3.112,67203.24,3.24,3.09
2024-04,S0031,373068,6604,1.77,274,4.15,22821.16,3.456,69401.15,3.04,3.11
2024-05,S0031,251377,5043,2.01,205,4.07,17131.33,3.397,55552.55,3.24,3.08
2024-06,S0031,67306,1386,2.06,74,5.34,6396.02,4.615,23153.36,3.62,3.16
2023-02,S0032,35581,498,1.40,12,2.41,1781.44,3.577,3907.15,2.19,NULL
2023-03,S0032,576239,10787,1.87,472,4.38,69050.27,6.401,225669.85,3.27,2.19
2023-04,S0032,612120,12970,2.12,438,3.38,61962.62,4.777,191756.04,3.09,3.24
2023-05,S0032,692146,13218,1.91,590,4.46,83233.76,6.297,282656.15,3.4,3.17
2023-06,S0032,643861,10868,1.69,480,4.42,67404.26,6.202,210339.38,3.12,3.27
2023-07,S0032,822415,16487,2.00,685,4.15,97475,5.912,305130.96,3.13,3.22
2023-08,S0032,732405,13548,1.85,593,4.38,84416.15,6.231,267563.05,3.17,3.22
2023-09,S0032,652467,12184,1.87,440,3.61,62065.4,5.094,178066.25,2.87,3.14
2023-10,S0032,1511334,25798,1.71,1017,3.94,146136.32,5.665,460865.56,3.15,3.08
2023-11,S0032,2129867,33077,1.55,1216,3.68,172325.55,5.21,527080.22,3.06,3.1
2023-12,S0032,2350067,43605,1.86,1703,3.91,244029.06,5.596,747868.29,3.06,3.06
2024-01,S0032,2033868,35339,1.74,1340,3.79,190095.18,5.379,580009.42,3.05,3.09
2024-02,S0032,1257033,24024,1.91,965,4.02,139204.84,5.794,443134.13,3.18,3.06
2024-03,S0032,1045681,17454,1.67,707,4.05,99389.11,5.694,306665.73,3.09,3.09
2024-04,S0032,649238,11832,1.82,471,3.98,66729.75,5.64,219320.03,3.29,3.1
2024-05,S0032,87725,1698,1.94,40,2.36,5386.52,3.172,19394.22,3.6,3.17
2023-02,S0033,2826,52,1.84,0,0.00,0,0,0,NULL,NULL
2023-03,S0033,6910,103,1.49,0,0.00,0,0,0,NULL,NULL
2023-04,S0033,6876,101,1.47,0,0.00,0,0,0,NULL,NULL
2023-05,S0033,7626,112,1.47,0,0.00,0,0,0,NULL,NULL
2023-06,S0033,7425,125,1.68,0,0.00,0,0,0,NULL,NULL
2023-07,S0033,6762,98,1.45,0,0.00,0,0,0,NULL,NULL
2023-08,S0033,6899,114,1.65,0,0.00,0,0,0,NULL,NULL
2023-09,S0033,7039,105,1.49,0,0.00,0,0,0,NULL,NULL
2023-10,S0033,8090,125,1.55,0,0.00,0,0,0,NULL,NULL
2023-11,S0033,10881,177,1.63,0,0.00,0,0,0,NULL,NULL
2023-12,S0033,11409,171,1.50,1,0.58,40.6,0.237,167.11,4.12,NULL
2024-01,S0033,8236,123,1.49,0,0.00,0,0,0,NULL,4.12
2023-01,S0035,143253,2025,1.41,78,3.85,6593.35,3.256,21860.88,3.32,NULL
2023-02,S0035,116473,1814,1.56,69,3.80,5968.84,3.29,19279,3.23,3.32
2023-03,S0035,130365,1981,1.52,79,3.99,6684.07,3.374,19915.94,2.98,3.27
2023-04,S0035,142707,2187,1.53,76,3.48,6412.83,2.932,21356.59,3.33,3.17
2023-05,S0035,153816,2039,1.33,77,3.78,6552.84,3.214,20523.05,3.13,3.18
2023-06,S0035,150827,2727,1.81,102,3.74,8497.7,3.116,27647.3,3.25,3.14
2023-07,S0035,134727,2223,1.65,97,4.36,8492.87,3.82,28688,3.38,3.24
2023-08,S0035,212693,4173,1.96,187,4.48,15426.33,3.697,48736.91,3.16,3.26
2023-09,S0035,223658,4370,1.95,193,4.42,15866.78,3.631,48867.42,3.08,3.24
2023-10,S0035,293265,5671,1.93,245,4.32,20199.45,3.562,64173.37,3.18,3.17
2023-11,S0035,431593,7935,1.84,341,4.30,29221.83,3.683,87469.2,2.99,3.14
2023-12,S0035,474699,8651,1.82,367,4.24,30960.44,3.579,97085.66,3.14,3.07
2024-01,S0035,364856,7013,1.92,282,4.02,23505.17,3.352,73720.18,3.14,3.09
2024-02,S0035,198798,3495,1.76,141,4.03,11986.93,3.43,39161.79,3.27,3.09
2024-03,S0035,133575,2326,1.74,77,3.31,6308.28,2.712,21036.97,3.33,3.16
2024-04,S0035,138480,2183,1.58,78,3.57,6425.06,2.943,20513.45,3.19,3.2
2024-05,S0035,150195,2726,1.81,105,3.85,8925.14,3.274,25894.32,2.9,3.27
2024-06,S0035,5302,67,1.26,2,2.99,147.08,2.195,269.79,1.83,3.11
2023-06,S0036,3038,43,1.42,1,2.33,86.81,2.019,352.4,4.06,NULL
2023-07,S0036,41915,672,1.60,21,3.13,1798.72,2.677,5872.18,3.26,4.06
2023-08,S0036,42964,675,1.57,23,3.41,2070.16,3.067,6846.31,3.31,3.3
2023-09,S0036,46000,705,1.53,22,3.12,1913.58,2.714,6004.65,3.14,3.3
2023-10,S0036,50855,880,1.73,30,3.41,2593.92,2.948,7123.77,2.75,3.24
2023-11,S0036,66842,905,1.35,31,3.43,2730.68,3.017,9507.95,3.48,3.04
2023-12,S0036,72656,1355,1.86,44,3.25,3846.89,2.839,12864.52,3.34,3.13
2024-01,S0036,56858,910,1.60,33,3.63,2861.52,3.145,8774.09,3.07,3.22
2024-02,S0036,37973,618,1.63,19,3.07,1703.03,2.756,5552.34,3.26,3.3
2024-03,S0036,43988,733,1.67,22,3.00,1941.56,2.649,6970.71,3.59,3.23
2024-04,S0036,44085,704,1.60,24,3.41,2206.36,3.134,6321.74,2.87,3.27
2024-05,S0036,28569,474,1.66,13,2.74,1135.08,2.395,2941.55,2.59,3.22
2023-12,S0037,6927,167,2.41,6,3.59,215.71,1.292,762.28,3.53,NULL
2024-01,S0037,5898,144,2.44,2,1.39,75.46,0.524,227.99,3.02,3.53
2024-02,S0037,4036,92,2.28,0,0.00,0,0,0,NULL,3.4
2024-03,S0037,4519,117,2.59,0,0.00,0,0,0,NULL,3.4
2024-04,S0037,4029,105,2.61,1,0.95,41.13,0.392,82.41,2,3.02
2023-02,S0038,99820,1453,1.46,64,4.40,10498.71,7.226,40335.7,3.84,NULL
2023-03,S0038,724468,11969,1.65,458,3.83,76305.43,6.375,226822.94,2.97,3.84
2023-04,S0038,726383,13590,1.87,423,3.11,69487.3,5.113,213351.74,3.07,3.08
2023-05,S0038,1092830,16762,1.53,638,3.81,107255.04,6.399,341907.05,3.19,3.07
2023-06,S0038,1154873,18618,1.61,672,3.61,109590.9,5.886,304386.31,2.78,3.09
2023-07,S0038,1057156,15941,1.51,583,3.66,96976.31,6.083,312738.24,3.22,3
2023-08,S0038,1064440,17193,1.62,621,3.61,103600.24,6.026,339993.24,3.28,3.06
2023-09,S0038,1113425,17917,1.61,588,3.28,99412.26,5.548,322876.39,3.25,3.09
2023-10,S0038,1113169,18676,1.68,655,3.51,106188.35,5.686,336214.02,3.17,3.25
2023-11,S0038,1165069,20018,1.72,798,3.99,134140.01,6.701,396083.01,2.95,3.23
2023-12,S0038,2225147,44290,1.99,2212,4.99,355912.12,8.036,1157075.12,3.25,3.11
2024-01,S0038,1753903,35267,2.01,1512,4.29,250065.82,7.091,789815.35,3.16,3.17
2024-02,S0038,684718,15340,2.24,764,4.98,125753.63,8.198,419697.98,3.34,3.17
2024-03,S0038,586497,13680,2.33,794,5.80,131807.47,9.635,398597.8,3.02,3.23
2024-04,S0038,592293,16003,2.70,817,5.11,134910.41,8.43,398218.89,2.95,3.17
2024-05,S0038,491689,12098,2.46,641,5.30,104897.51,8.671,351476.97,3.35,3.1
2023-03,S0039,17413,370,2.12,15,4.05,591.97,1.6,1880.01,3.18,NULL
2023-04,S0039,51612,1151,2.23,65,5.65,2551.17,2.216,8201.02,3.21,3.18
2023-05,S0039,73806,1640,2.22,75,4.57,2902.15,1.77,8731.05,3.01,3.21
2023-06,S0039,93603,2111,2.26,103,4.88,3995.34,1.893,11909.43,2.98,3.11
2023-07,S0039,78368,1811,2.31,83,4.58,3156.55,1.743,9933.78,3.15,3.05
2023-08,S0039,83356,1919,2.30,94,4.90,3601.06,1.877,11413.5,3.17,3.04
2023-09,S0039,90796,2053,2.26,97,4.72,3738.32,1.821,11155.3,2.98,3.09
2023-10,S0039,97284,2236,2.30,111,4.96,4279.66,1.914,12745.98,2.98,3.1
2023-11,S0039,121491,2785,2.29,144,5.17,5598.76,2.01,17852.45,3.19,3.04
2023-12,S0039,103391,2263,2.19,103,4.55,3909.61,1.728,12436.33,3.18,3.07
2024-01,S0039,78557,1695,2.16,92,5.43,3557.8,2.099,10706.63,3.01,3.12
2024-02,S0039,32660,680,2.08,33,4.85,1274.12,1.874,4137.96,3.25,3.14
2024-03,S0039,38664,937,2.42,42,4.48,1626.09,1.735,4747.57,2.92,3.12
2024-04,S0039,27889,640,2.29,34,5.31,1306.82,2.042,4223.44,3.23,3.03
2023-01,S0040,16740,283,1.69,10,3.53,360.29,1.273,979.86,2.72,NULL
2023-02,S0040,21857,356,1.63,10,2.81,352.42,0.99,995.52,2.82,2.72
2023-03,S0040,26799,446,1.66,17,3.81,620.1,1.39,2007.48,3.24,2.77
2023-04,S0040,26349,442,1.68,12,2.71,452.94,1.025,1469.6,3.24,2.99
2023-05,S0040,47243,841,1.78,32,3.80,1181.8,1.405,3837.37,3.25,3.14
2023-06,S0040,69640,1217,1.75,35,2.88,1314.24,1.08,4218.31,3.21,3.24
2023-07,S0040,63777,1185,1.86,36,3.04,1342.5,1.133,4394.35,3.27,3.23
2023-08,S0040,79471,1378,1.73,40,2.90,1464.29,1.063,4379.82,2.99,3.24
2023-09,S0040,83861,1500,1.79,50,3.33,1831.11,1.221,5815.91,3.18,3.15
2023-10,S0040,96283,1721,1.79,67,3.89,2469.32,1.435,7983.71,3.23,3.15
2023-11,S0040,124553,2182,1.75,77,3.53,2869.64,1.315,8334.99,2.9,3.15
2023-12,S0040,136130,2607,1.92,106,4.07,3886.08,1.491,11882.27,3.06,3.09
2024-01,S0040,101655,1781,1.75,65,3.65,2372.7,1.332,7584.8,3.2,3.06
2024-02,S0040,43175,745,1.73,19,2.55,708.04,0.95,2383.13,3.37,3.05
2024-03,S0040,38118,724,1.90,25,3.45,967.87,1.337,3035.33,3.14,3.14
2024-04,S0040,26020,443,1.70,20,4.51,725.33,1.637,2342.2,3.23,3.21
2024-05,S0040,25486,461,1.81,18,3.90,660.81,1.433,1984.35,3,3.23
2024-06,S0040,11032,216,1.96,10,4.63,374.01,1.732,1282.32,3.43,3.13
2023-01,S0041,269890,7011,2.60,336,4.79,51506.98,7.347,158871.09,3.08,NULL
2023-02,S0041,263944,6935,2.63,355,5.12,55168.29,7.955,165434.36,3,3.08
2023-03,S0041,639588,14649,2.29,731,4.99,116417.88,7.947,357352.76,3.07,3.04
2023-04,S0041,862481,19799,2.30,952,4.81,150343.08,7.593,447459.84,2.98,3.06
2023-05,S0041,944892,21451,2.27,990,4.62,155807.5,7.263,444495.25,2.85,3.01
2023-06,S0041,1343684,29184,2.17,1394,4.78,220236.05,7.546,688190.67,3.12,2.96
2023-07,S0041,1759608,38392,2.18,1946,5.07,303339.32,7.901,906333.77,2.99,3
2023-08,S0041,1823490,38924,2.13,1909,4.90,302259.19,7.765,939367.18,3.11,3
2023-09,S0041,1569895,33365,2.13,1625,4.87,255449.56,7.656,831769.11,3.26,3.07
2023-10,S0041,2623361,51900,1.98,2289,4.41,357152.35,6.882,1115880.48,3.12,3.11
2023-11,S0041,3047852,66024,2.17,2897,4.39,456104.06,6.908,1442222.36,3.16,3.16
2023-12,S0041,3371856,61395,1.82,2697,4.39,426327.03,6.944,1377210.08,3.23,3.17
2024-01,S0041,1645353,34243,2.08,1622,4.74,256344.4,7.486,785961.3,3.07,3.17
2024-02,S0041,905390,18386,2.03,820,4.46,130043.78,7.073,398518.72,3.06,3.17
2024-03,S0041,1337863,26043,1.95,1033,3.97,162930.77,6.256,486722.27,2.99,3.15
2024-04,S0041,1550163,30422,1.96,1279,4.20,200401.22,6.587,619830.43,3.09,3.04
2024-05,S0041,984508,18150,1.84,820,4.52,130438.07,7.187,390906.2,3,3.05
2024-06,S0041,615582,13367,2.17,625,4.68,97187.71,7.271,311981.31,3.21,3.03
2023-01,S0042,39886,783,1.96,27,3.45,2012.83,2.571,6786.44,3.37,NULL
2023-02,S0042,78476,1941,2.47,117,6.03,9132.49,4.705,26386.25,2.89,3.37
2023-03,S0042,123345,3100,2.51,166,5.35,12610.59,4.068,41039.18,3.25,2.98
2023-04,S0042,182634,4306,2.36,226,5.25,17400.93,4.041,55002.75,3.16,3.12
2023-05,S0042,204682,4903,2.40,248,5.06,19082.78,3.892,57926.2,3.04,3.13
2023-06,S0042,324879,7042,2.17,350,4.97,26570.2,3.773,84774.75,3.19,3.14
2023-07,S0042,279808,6337,2.26,309,4.88,23528.01,3.713,72514.89,3.08,3.14
2023-08,S0042,276831,6373,2.30,294,4.61,21966.52,3.447,70314.38,3.2,3.11
2023-09,S0042,483698,10649,2.20,496,4.66,38014.01,3.57,121282.79,3.19,3.16
2023-10,S0042,535404,11818,2.21,548,4.64,41547.65,3.516,133377.52,3.21,3.16
2023-11,S0042,671287,14557,2.17,703,4.83,53950.69,3.706,173964.77,3.22,3.2
2023-12,S0042,569632,12161,2.13,588,4.84,44339.51,3.646,136615,3.08,3.21
2024-01,S0042,263187,6654,2.53,329,4.94,24817.28,3.73,77425.07,3.12,3.17
2024-02,S0042,161242,3529,2.19,187,5.30,14102.8,3.996,43512.87,3.09,3.15
2024-03,S0042,171666,4004,2.33,187,4.67,14082.57,3.517,42848.98,3.04,3.09
2024-04,S0042,185556,4605,2.48,235,5.10,17490.96,3.798,54132.18,3.09,3.09
2024-05,S0042,170056,4272,2.51,212,4.96,15805.04,3.7,47573.99,3.01,3.08
2024-06,S0042,97286,2316,2.38,93,4.02,7195.78,3.107,22411.51,3.11,3.05
2023-06,S0043,127151,2058,1.62,81,3.94,11289.69,5.486,30280.73,2.68,NULL
2023-07,S0043,206280,3383,1.64,125,3.69,17666.32,5.222,53346.18,3.02,2.68
2023-08,S0043,730627,12010,1.64,506,4.21,71429.4,5.947,219549.96,3.07,2.89
2023-09,S0043,936381,17091,1.83,701,4.10,101021.54,5.911,315378.88,3.12,3.02
2023-10,S0043,1086311,19644,1.81,710,3.61,98722.88,5.026,319229.82,3.23,3.09
2023-11,S0043,1386299,24861,1.79,1002,4.03,142904.86,5.748,435327.76,3.05,3.15
2023-12,S0043,1546457,25689,1.66,1033,4.02,149380.82,5.815,478127.42,3.2,3.12
2024-01,S0043,1183662,21009,1.77,818,3.89,117960.16,5.615,364359.02,3.09,3.15
2024-02,S0043,767748,14361,1.87,529,3.68,76711.41,5.342,241808.82,3.15,3.11
2024-03,S0043,888342,14352,1.62,594,4.14,84630.34,5.897,255623.12,3.02,3.15
